Name;NORAD_number;Revolution_number
STARLINK-6227;57060;10509.0
STARLINK-5869;57061;10426.0
STARLINK-5536;57062;10525.0
STARLINK-5832;57063;10426.0
STARLINK-5822;57064;10412.0
STARLINK-5830;57065;10411.0
STARLINK-5827;57066;10426.0
STARLINK-5824;57067;10510.0
STARLINK-5844;57068;10510.0
STARLINK-5821;57069;10507.0
STARLINK-5828;57070;10524.0
STARLINK-5834;57071;10410.0
STARLINK-5843;57072;10426.0
STARLINK-5838;57073;10426.0
STARLINK-5773;57074;10507.0
STARLINK-5542;57075;10524.0
STARLINK-6155;57076;10440.0
STARLINK-6194;57077;10537.0
STARLINK-6246;57078;10508.0
STARLINK-6245;57079;10526.0
STARLINK-6243;57080;10509.0
STARLINK-6184;57081;10527.0
STARLINK-6248;57082;10439.0
STARLINK-6253;57083;10527.0
STARLINK-6240;57084;10525.0
STARLINK-6232;57085;10527.0
STARLINK-6247;57086;10527.0
STARLINK-6251;57087;10526.0
STARLINK-6257;57088;10527.0
STARLINK-6259;57089;10521.0
STARLINK-6254;57090;10524.0
STARLINK-6262;57091;10440.0
STARLINK-6225;57092;10524.0
STARLINK-6229;57093;10441.0
STARLINK-6235;57094;10440.0
STARLINK-6132;57101;10512.0
STARLINK-6111;57102;10512.0
STARLINK-6130;57104;10512.0
STARLINK-6097;57105;10507.0
STARLINK-6118;57106;10512.0
STARLINK-6131;57107;10398.0
STARLINK-6099;57108;10512.0
STARLINK-6139;57109;10512.0
STARLINK-6134;57110;10407.0
STARLINK-6140;57111;10507.0
STARLINK-6141;57112;10512.0
STARLINK-6142;57113;10403.0
STARLINK-6125;57114;10508.0
STARLINK-6085;57115;10508.0
STARLINK-6129;57116;10507.0
STARLINK-6148;57117;10407.0
STARLINK-6151;57118;10521.0
STARLINK-6150;57119;10404.0
STARLINK-6147;57120;10407.0
STARLINK-6152;57121;10498.0
STARLINK-6149;57122;10404.0
STARLINK-6154;57123;10403.0
STARLINK-6146;57124;10517.0
STARLINK-6100;57125;10421.0
STARLINK-6167;57126;10517.0
STARLINK-6165;57127;10404.0
STARLINK-6163;57128;10494.0
STARLINK-6170;57129;10421.0
STARLINK-6172;57130;10404.0
STARLINK-6162;57131;10412.0
STARLINK-6128;57132;10404.0
STARLINK-6143;57133;10503.0
STARLINK-6133;57134;10421.0
STARLINK-6127;57135;10422.0
STARLINK-6112;57136;10504.0
STARLINK-5347;57137;10422.0
STARLINK-5336;57138;10421.0
STARLINK-5355;57139;10421.0
STARLINK-5357;57141;10512.0
STARLINK-5361;57142;10422.0
STARLINK-5358;57143;10513.0
STARLINK-5150;57144;10508.0
STARLINK-5768;57145;10513.0
STARLINK-5791;57146;10508.0
STARLINK-5765;57147;10527.0
STARLINK-5788;57148;10422.0
STARLINK-5778;57149;10556.0
STARLINK-5780;57150;10418.0
STARLINK-5776;57151;10418.0
STARLINK-6164;57152;10531.0
STARLINK-5879;57153;10433.0
STARLINK-6106;57154;10422.0
STARLINK-6108;57155;10419.0
STARLINK-6137;57156;10532.0
METEOR-M2 3;57166;9758.0
STRATOSAT-TK 1 (RS52S);57167;10380.0
OBJECT C;57168;10341.0
OBJECT D;57169;10339.0
OBJECT E;57170;10339.0
OBJECT F;57171;10339.0
UMKA 1 (RS40S);57172;10333.0
OBJECT H;57173;10340.0
OBJECT J;57174;10318.0
CUBEBEL 2 (EU11S);57175;10339.0
SITRO-AIS 5 (KATYS);57176;10342.0
ZORKIY-2M 1;57177;10333.0
CUBESX-HSE 3 (RS42S);57178;10345.0
OBJECT P;57179;10325.0
MONITOR-3 (RS58S);57180;10341.0
OBJECT R;57181;10321.0
MONITOR-4 (RS57S);57182;10341.0
OBJECT T;57183;10334.0
MONITOR-2 (RS39S);57184;10333.0
OBJECT V;57185;10357.0
CSTP 1.2 (STC 1.2);57186;10350.0
SVYATOBOR 1 (RS60S);57187;10345.0
HORS 1;57188;10345.0
VIZARD-METEO (RS38S);57189;10357.0
NANOZOND 1 (RS49S);57190;10381.0
POLYTECH-UNIVERSE 3 (RS46S);57191;10332.0
SITRO-AIS 6 (CHIRKIN);57192;10342.0
SITRO-AIS 8 (ANOKHIN);57193;10345.0
SITRO-AIS 7 (FARTUSHNIY);57194;10341.0
AVION KALUGA 650;57195;10336.0
HORS 2;57196;10352.0
A-SEANSAT-PG1;57197;10356.0
SITRO-AIS 10 (BURDAEV);57199;10357.0
OBJECT AL;57200;10364.0
SITRO-AIS 9 (SHCHUKIN);57201;10358.0
CSTP 1.1 (STC 1.1);57202;10333.0
UTMN 2 (RS27S);57203;10353.0
SITRO-AIS 12 (SMIRENNIY);57204;10359.0
ARCCUBE 1 (RS25S);57205;10394.0
OBJECT AS;57206;10372.0
SITRO-AIS 11 (SHEFFER);57208;10360.0
H2SAT (HEINRICH HERTZ);57213;690.0
SYRACUSE 4B;57214;293.0
KUZGTU 1 (RS47S);57217;10344.0
STARLINK-5525;57218;10181.0
STARLINK-5520;57219;10181.0
STARLINK-5880;57220;10178.0
STARLINK-5875;57221;10184.0
STARLINK-5870;57222;10247.0
STARLINK-5519;57223;10184.0
STARLINK-5983;57224;10184.0
STARLINK-6294;57225;10184.0
STARLINK-6350;57226;10182.0
STARLINK-5996;57227;10178.0
STARLINK-6230;57228;10184.0
STARLINK-6233;57229;10182.0
STARLINK-6250;57230;10184.0
STARLINK-5840;57231;10188.0
STARLINK-5872;57232;10254.0
STARLINK-5866;57233;10188.0
STARLINK-6368;57234;10188.0
STARLINK-6360;57235;10188.0
STARLINK-6315;57236;10198.0
STARLINK-6365;57237;10206.0
STARLINK-6334;57238;10202.0
STARLINK-6330;57239;10188.0
STARLINK-6351;57240;10202.0
STARLINK-6349;57241;10202.0
STARLINK-6306;57242;10202.0
STARLINK-6346;57243;10202.0
STARLINK-5610;57244;10196.0
STARLINK-5587;57245;10196.0
STARLINK-5049;57246;10225.0
STARLINK-5039;57247;10224.0
STARLINK-5514;57248;10197.0
STARLINK-5517;57249;10199.0
STARLINK-5488;57250;10202.0
STARLINK-5513;57251;10224.0
STARLINK-5511;57252;10202.0
STARLINK-5516;57253;10199.0
STARLINK-5490;57254;10202.0
STARLINK-5481;57255;10225.0
STARLINK-5512;57256;10221.0
STARLINK-5503;57257;10225.0
STARLINK-5476;57258;10225.0
STARLINK-5026;57260;10225.0
STARLINK-5485;57261;10212.0
STARLINK-5504;57262;10196.0
STARLINK-5509;57263;10201.0
STARLINK-5858;57264;10199.0
STARLINK-5890;57265;10221.0
HULIANWANG JISHU SHIYAN A;57288;9020.0
HULIANWANG JISHU SHIYAN B;57289;9021.0
STARLINK-30198;57290;10130.0
STARLINK-30239;57291;10230.0
STARLINK-30210;57292;10134.0
STARLINK-30235;57294;10235.0
STARLINK-30206;57295;10164.0
STARLINK-30238;57296;10130.0
STARLINK-30234;57297;10253.0
STARLINK-30241;57298;10241.0
STARLINK-30199;57299;10161.0
STARLINK-30236;57300;10117.0
STARLINK-30201;57301;10147.0
STARLINK-30233;57302;10130.0
STARLINK-30232;57303;10124.0
STARLINK-30211;57304;590.0
STARLINK-30177;57305;10123.0
STARLINK-30200;57306;10135.0
STARLINK-30209;57307;10135.0
STARLINK-30194;57308;10148.0
STARLINK-30163;57309;10148.0
STARLINK-30184;57310;10161.0
STARLINK-30175;57311;10144.0
STARLINK-6290;57328;10165.0
STARLINK-6138;57329;10165.0
STARLINK-6212;57330;10165.0
STARLINK-6234;57331;10139.0
STARLINK-5831;57332;10165.0
STARLINK-5585;57333;10154.0
STARLINK-5589;57334;10153.0
STARLINK-6316;57335;10087.0
STARLINK-6320;57336;10165.0
STARLINK-6322;57337;10086.0
STARLINK-6374;57338;10087.0
STARLINK-6332;57339;10075.0
STARLINK-6321;57340;10164.0
STARLINK-6377;57341;10087.0
STARLINK-6375;57342;10151.0
STARLINK-6379;57343;10164.0
STARLINK-6380;57344;10086.0
STARLINK-6373;57345;10162.0
STARLINK-6359;57346;10165.0
STARLINK-6378;57347;10086.0
STARLINK-6372;57348;10165.0
STARLINK-6376;57349;10166.0
STARLINK-6362;57350;10170.0
STARLINK-6331;57351;10171.0
STARLINK-6297;57352;10170.0
STARLINK-6324;57353;10082.0
STARLINK-6293;57354;10176.0
STARLINK-6276;57355;10096.0
STARLINK-6355;57356;10170.0
STARLINK-5600;57357;10159.0
STARLINK-6299;57358;10170.0
STARLINK-6347;57359;10101.0
STARLINK-6348;57360;10179.0
STARLINK-6340;57361;10180.0
STARLINK-6343;57362;10101.0
STARLINK-6356;57363;10101.0
STARLINK-6338;57364;10100.0
STARLINK-5007;57365;10159.0
STARLINK-6174;57366;10096.0
STARLINK-6215;57367;10195.0
STARLINK-6218;57368;10102.0
STARLINK-6168;57369;10175.0
STARLINK-5353;57370;10101.0
STARLINK-6032;57371;10096.0
STARLINK-5975;57372;10158.0
STARLINK-6370;57373;10179.0
STARLINK-6369;57374;10191.0
STARLINK-6363;57375;10180.0
STARLINK-6367;57376;10092.0
STARLINK-6358;57377;10180.0
STARLINK-6364;57378;10204.0
STARLINK-6361;57379;10177.0
STARLINK-6366;57380;10207.0
STARLINK-6371;57381;10194.0
STARLING 4;57386;9967.0
STARLING 2;57387;9967.0
STARLING 1;57388;9969.0
STARLING 3;57389;9967.0
LEMUR-2-MANO;57390;10016.0
LEMUR-2-DEVERILL-M-T;57391;10005.0
LEO 3;57392;9089.0
TIANMU-1 07;57399;10058.0
TIANMU-1 08;57400;10057.0
TIANMU-1 09;57401;10058.0
TIANMU-1 10;57402;10057.0
STARLINK-30240;57404;10090.0
STARLINK-30192;57405;10103.0
STARLINK-30195;57406;10098.0
STARLINK-30207;57407;10118.0
STARLINK-30205;57408;10099.0
STARLINK-30222;57409;10094.0
STARLINK-30172;57410;10103.0
STARLINK-30214;57411;10103.0
STARLINK-30182;57412;10102.0
STARLINK-30191;57413;10097.0
STARLINK-30193;57414;10099.0
STARLINK-30208;57415;10079.0
STARLINK-30224;57416;10103.0
STARLINK-30043;57417;10094.0
STARLINK-30221;57418;10103.0
OBJECT B;57422;10104.0
OBJECT A;57424;10079.0
OBJECT B;57425;10111.0
OBJECT C;57426;10080.0
STARLINK-30189;57430;10031.0
STARLINK-30170;57431;10063.0
STARLINK-30188;57432;10028.0
STARLINK-30105;57433;10229.0
STARLINK-30102;57434;10026.0
STARLINK-30180;57435;605.0
STARLINK-30183;57436;10044.0
STARLINK-30237;57437;10031.0
STARLINK-30158;57438;10026.0
STARLINK-30173;57439;10075.0
STARLINK-30159;57440;10005.0
STARLINK-30160;57441;10019.0
STARLINK-30146;57442;10029.0
STARLINK-30197;57443;10043.0
STARLINK-30181;57444;10043.0
STARLINK-30215;57445;10012.0
STARLINK-30162;57446;10041.0
STARLINK-30178;57447;10027.0
STARLINK-30196;57448;10011.0
STARLINK-30225;57449;10037.0
STARLINK-30217;57450;10047.0
STARLINK-30216;57451;10022.0
YAOGAN-36 05A;57452;10012.0
YAOGAN-36 05B;57454;10007.0
YAOGAN-36 05C;57456;10007.0
STARLINK-30165;57457;9984.0
STARLINK-30140;57458;9985.0
STARLINK-30185;57459;9985.0
STARLINK-30077;57460;9985.0
STARLINK-30229;57461;9985.0
STARLINK-30088;57462;9988.0
STARLINK-30091;57463;9985.0
STARLINK-30115;57464;606.0
STARLINK-30116;57465;9978.0
STARLINK-30092;57467;9985.0
STARLINK-30039;57468;9985.0
STARLINK-30171;57469;9980.0
STARLINK-30186;57470;9985.0
STARLINK-30190;57471;9987.0
STARLINK-30204;57472;9982.0
STARLINK-30187;57473;9982.0
STARLINK-30110;57474;9997.0
STARLINK-30155;57475;9979.0
STARLINK-30161;57476;9986.0
STARLINK-30176;57477;9986.0
JUPITER 3 (ECHOSTAR 24);57479;662.0
FENGYUN 3F;57490;9210.0
GALAXY 37 (G-37);57493;653.0
STARLINK-30154;57495;9829.0
STARLINK-30145;57496;9835.0
STARLINK-30226;57497;9836.0
STARLINK-30203;57498;9843.0
STARLINK-30169;57499;9844.0
STARLINK-30164;57500;9835.0
STARLINK-30072;57501;9831.0
STARLINK-30228;57502;9845.0
STARLINK-30230;57503;9835.0
STARLINK-30213;57504;9845.0
STARLINK-30227;57505;9852.0
STARLINK-30212;57506;9829.0
STARLINK-30219;57507;9845.0
STARLINK-30074;57508;9814.0
STARLINK-30082;57509;9841.0
STARLINK-30153;57510;9834.0
STARLINK-30147;57511;9841.0
STARLINK-30157;57512;9871.0
STARLINK-30168;57513;9825.0
STARLINK-30231;57514;9836.0
STARLINK-30081;57515;9846.0
STARLINK-30149;57516;9822.0
COSMOS 2569 [GLONASS-K2];57517;1372.0
HJ-2F;57519;9792.0
STARLINK-30259;57521;9817.0
STARLINK-30256;57522;9699.0
STARLINK-30261;57523;9811.0
STARLINK-30260;57524;9788.0
STARLINK-30253;57525;9706.0
STARLINK-30257;57526;9706.0
STARLINK-30250;57527;9796.0
STARLINK-30269;57528;9703.0
STARLINK-30266;57529;9807.0
STARLINK-30270;57530;9702.0
STARLINK-30268;57531;9706.0
STARLINK-30251;57532;9701.0
STARLINK-30254;57533;10030.0
STARLINK-30264;57534;9942.0
STARLINK-30262;57535;612.0
OBJECT A;57580;9814.0
OBJECT B;57581;9818.0
OBJECT C;57582;9733.0
OBJECT D;57583;9812.0
OBJECT E;57584;9814.0
OBJECT F;57585;9742.0
STARLINK-30166;57602;9774.0
STARLINK-30223;57603;9779.0
STARLINK-30218;57604;9777.0
STARLINK-30138;57605;9783.0
STARLINK-30255;57606;9782.0
STARLINK-30252;57607;9791.0
STARLINK-30258;57608;9780.0
STARLINK-30174;57609;9786.0
STARLINK-30248;57610;9777.0
STARLINK-30052;57611;9779.0
STARLINK-30245;57612;9781.0
STARLINK-30041;57613;9782.0
STARLINK-30244;57614;9782.0
STARLINK-30246;57615;9781.0
STARLINK-30075;57616;9785.0
STARLINK-30148;57617;9783.0
STARLINK-30249;57618;9780.0
STARLINK-30141;57620;9782.0
STARLINK-30150;57621;9780.0
STARLINK-30056;57622;9780.0
STARLINK-30100;57623;9785.0
LUDI TANCE-4 01A;57624;653.0
HEAD-3A;57626;9311.0
HEAD-3B;57627;9316.0
HEAD-3C;57628;9321.0
HEAD-3D;57629;9325.0
HEAD-3E;57630;9329.0
STARLINK-30309;57632;9694.0
STARLINK-30306;57633;9691.0
STARLINK-30323;57634;9706.0
STARLINK-30329;57635;9693.0
STARLINK-30330;57636;9695.0
STARLINK-30311;57637;9693.0
STARLINK-30328;57638;9711.0
STARLINK-30326;57639;9691.0
STARLINK-30324;57640;9691.0
STARLINK-30312;57641;9691.0
STARLINK-30263;57642;9695.0
STARLINK-30280;57643;9693.0
STARLINK-30247;57644;9691.0
STARLINK-30277;57645;9783.0
STARLINK-30265;57646;9695.0
STARLINK-30286;57647;9690.0
STARLINK-30243;57648;9696.0
STARLINK-30299;57650;9692.0
STARLINK-30294;57651;9701.0
STARLINK-30276;57652;9692.0
STARLINK-30289;57653;9706.0
GAOFEN-12 04;57654;9346.0
STARLINK-30267;57663;9749.0
STARLINK-30298;57665;9749.0
STARLINK-30301;57666;9669.0
STARLINK-30275;57667;9749.0
STARLINK-30278;57668;9749.0
STARLINK-30271;57669;9749.0
STARLINK-30322;57670;9744.0
STARLINK-30296;57671;9749.0
STARLINK-30274;57672;9743.0
STARLINK-30316;57673;9724.0
STARLINK-30317;57675;9743.0
STARLINK-30313;57676;9745.0
STARLINK-30303;57677;9750.0
STARLINK-30320;57678;9760.0
STARLINK-30321;57679;9750.0
STARLINK-30283;57680;9745.0
STARLINK-30273;57681;9753.0
STARLINK-30297;57682;9743.0
STARLINK-30295;57683;9753.0
CAPELLA-11 (ACADIA-1);57693;9282.0
JILIN-1 KUANFU 02A;57696;9491.0
STARLINK-30288;57698;9545.0
STARLINK-30347;57699;9553.0
STARLINK-30332;57700;9526.0
STARLINK-30345;57701;9525.0
STARLINK-30333;57702;9535.0
STARLINK-30336;57703;9524.0
STARLINK-30346;57704;9525.0
STARLINK-30342;57705;9540.0
STARLINK-30327;57707;9545.0
STARLINK-30315;57708;9539.0
STARLINK-30287;57709;9539.0
STARLINK-30335;57710;9535.0
STARLINK-30318;57711;9525.0
STARLINK-30348;57712;9539.0
STARLINK-30349;57713;9525.0
STARLINK-30341;57714;9540.0
STARLINK-30300;57715;9541.0
STARLINK-30281;57716;9515.0
STARLINK-30325;57717;9539.0
STARLINK-30338;57718;9539.0
STARLINK-30334;57719;9525.0
YAOGAN-39 01A;57727;9469.0
YAOGAN-39 01B;57728;9469.0
YAOGAN-39 01C;57731;9467.0
STARLINK-30375;57732;9483.0
STARLINK-30310;57733;9469.0
STARLINK-30365;57734;9468.0
STARLINK-30371;57735;9459.0
STARLINK-30352;57736;9468.0
STARLINK-30344;57737;9468.0
STARLINK-30351;57738;9468.0
STARLINK-30242;57739;9496.0
STARLINK-30331;57740;9463.0
STARLINK-30364;57741;9468.0
STARLINK-30308;57742;9459.0
STARLINK-30361;57743;9468.0
STARLINK-30363;57744;9478.0
STARLINK-30362;57745;9447.0
STARLINK-30350;57746;9467.0
STARLINK-30307;57747;9458.0
STARLINK-30356;57748;9459.0
STARLINK-30366;57749;9468.0
STARLINK-30357;57750;9458.0
STARLINK-30370;57751;9473.0
STARLINK-30368;57752;9468.0
STARLINK-30343;57753;9468.0
WILDFIRE 4;57756;8566.0
BB4;57757;8562.0
WILDFIRE 3;57758;8563.0
BB3;57760;8561.0
WILDFIRE 7;57761;8556.0
CHECKMATE 10;57762;8561.0
WILDFIRE 6;57763;8563.0
WILDFIRE 1;57764;8560.0
WILDFIRE 9;57765;8563.0
WILDFIRE 10;57766;8560.0
WILDFIRE 2;57767;8562.0
WILDFIRE 8;57768;8560.0
WILDFIRE 5;57769;8561.0
CHANDRAYAAN-3 PROPULSION MODULE;57770;39.0
STARLINK-30397;57771;9415.0
STARLINK-30354;57772;9426.0
STARLINK-30383;57773;9415.0
STARLINK-30384;57774;9401.0
STARLINK-30305;57775;9415.0
STARLINK-30360;57776;9415.0
STARLINK-30355;57777;9422.0
STARLINK-30385;57778;9423.0
STARLINK-30359;57779;9429.0
STARLINK-30380;57780;9415.0
STARLINK-30369;57781;9415.0
STARLINK-30376;57782;9425.0
STARLINK-30389;57783;9420.0
STARLINK-30388;57784;9415.0
STARLINK-30381;57785;9418.0
STARLINK-30382;57786;9415.0
STARLINK-30378;57787;9420.0
STARLINK-30387;57788;9440.0
STARLINK-30372;57789;9481.0
STARLINK-30373;57790;9458.0
STARLINK-30367;57791;9415.0
TIANQI-21;57792;8767.0
TIANQI-22;57793;8766.0
TIANQI-23;57794;8767.0
TIANQI-24;57795;8766.0
YAOGAN-33 03;57797;8961.0
XRISM;57800;9231.0
STARLINK-30304;57808;9468.0
STARLINK-30374;57809;9350.0
STARLINK-30394;57810;9339.0
STARLINK-30379;57811;9346.0
STARLINK-30395;57812;9350.0
STARLINK-30403;57813;9336.0
STARLINK-30413;57814;9341.0
STARLINK-30398;57815;9340.0
STARLINK-30386;57816;9322.0
STARLINK-30391;57817;9340.0
STARLINK-30401;57818;9340.0
STARLINK-30390;57819;9335.0
STARLINK-30409;57820;9345.0
STARLINK-30415;57821;9350.0
STARLINK-30407;57823;9394.0
STARLINK-30408;57824;9350.0
STARLINK-30377;57825;9340.0
STARLINK-30422;57826;9349.0
STARLINK-30402;57827;9350.0
STARLINK-30411;57828;9344.0
STARLINK-30418;57829;9335.0
YAOGAN-40 01A;57830;8620.0
YAOGAN-40 01B;57832;8624.0
YAOGAN-40 01C;57833;8634.0
STARLINK-30285;57840;9430.0
STARLINK-30410;57841;9422.0
STARLINK-30435;57842;9424.0
STARLINK-30423;57843;9422.0
STARLINK-30292;57844;9423.0
STARLINK-30416;57847;9429.0
STARLINK-30426;57848;9422.0
STARLINK-30430;57849;9422.0
STARLINK-30425;57850;9424.0
STARLINK-30405;57851;9422.0
STARLINK-30431;57852;9424.0
STARLINK-30404;57853;9423.0
STARLINK-30412;57854;9423.0
STARLINK-30392;57855;9425.0
STARLINK-30291;57856;9424.0
STARLINK-30424;57857;9455.0
STARLINK-30290;57858;9422.0
STARLINK-30414;57859;9425.0
STARLINK-30272;57860;9423.0
STARLINK-30432;57864;9232.0
STARLINK-30427;57865;9232.0
STARLINK-30393;57866;9233.0
STARLINK-30439;57867;9233.0
STARLINK-30442;57868;9228.0
STARLINK-30441;57869;9228.0
STARLINK-30460;57870;9222.0
STARLINK-30444;57871;9209.0
STARLINK-30446;57872;9210.0
STARLINK-30445;57873;9236.0
STARLINK-30447;57874;9267.0
STARLINK-30434;57875;9238.0
STARLINK-30429;57876;9239.0
STARLINK-30284;57877;9285.0
STARLINK-30433;57878;9233.0
STARLINK-30358;57879;9242.0
STARLINK-30436;57880;9227.0
STARLINK-30339;57882;9233.0
STARLINK-30282;57883;9239.0
STARLINK-30340;57884;9233.0
STARLINK-30279;57885;9227.0
YAOGAN-39 02A;57886;9196.0
YAOGAN-39 02B;57889;9210.0
YAOGAN-39 02C;57890;9207.0
STARLINK-30465;57891;9173.0
STARLINK-30470;57892;9179.0
STARLINK-30473;57893;9173.0
STARLINK-30443;57894;9179.0
STARLINK-30467;57895;9179.0
STARLINK-30469;57896;9165.0
STARLINK-30474;57897;9176.0
STARLINK-30479;57898;9179.0
STARLINK-30481;57899;9163.0
STARLINK-30457;57900;9070.0
STARLINK-30472;57901;9074.0
STARLINK-30462;57902;9171.0
STARLINK-30449;57903;9074.0
STARLINK-30466;57904;9070.0
STARLINK-30451;57905;9074.0
STARLINK-30428;57906;9070.0
STARLINK-30482;57907;9075.0
STARLINK-30464;57908;9074.0
STARLINK-30463;57909;9074.0
STARLINK-30453;57910;9074.0
STARLINK-30478;57911;9199.0
STARLINK-30477;57912;9180.0
STARLINK-30450;57913;9128.0
STARLINK-30483;57914;9228.0
STARLINK-30454;57915;9132.0
STARLINK-30501;57917;9135.0
STARLINK-30499;57918;9236.0
STARLINK-30496;57919;9130.0
STARLINK-30485;57920;9131.0
STARLINK-30492;57921;9132.0
STARLINK-30440;57923;9129.0
STARLINK-30487;57924;9135.0
STARLINK-30452;57925;9127.0
STARLINK-30468;57926;9132.0
STARLINK-30459;57927;9244.0
STARLINK-30448;57928;9132.0
STARLINK-30476;57930;9148.0
STARLINK-30488;57931;9141.0
STARLINK-30471;57932;9135.0
STARLINK-30461;57933;9132.0
STARLINK-30458;57934;9155.0
STARLINK-30712;57935;9236.0
STARLINK-30716;57936;9237.0
STARLINK-30400;57937;9236.0
STARLINK-30710;57938;9249.0
STARLINK-30714;57939;9229.0
STARLINK-30711;57940;9228.0
STARLINK-30715;57941;9243.0
STARLINK-30455;57942;9228.0
STARLINK-30456;57943;9227.0
STARLINK-30708;57944;9236.0
STARLINK-30705;57945;9229.0
STARLINK-30704;57946;9134.0
STARLINK-30706;57947;9236.0
STARLINK-30709;57948;9237.0
STARLINK-30707;57949;9236.0
STARLINK-30701;57950;9236.0
STARLINK-30399;57951;9228.0
STARLINK-30713;57952;9236.0
STARLINK-30700;57953;9249.0
STARLINK-30703;57954;9249.0
STARLINK-30702;57955;9241.0
SKYKRAFT-3D;57956;9298.0
YAOGAN-33 04;57958;8668.0
STARLINK-30396;57964;9052.0
STARLINK-30524;57965;9041.0
STARLINK-30521;57966;9047.0
STARLINK-30528;57967;9047.0
STARLINK-30495;57968;9047.0
STARLINK-30484;57969;9042.0
STARLINK-30494;57970;9081.0
STARLINK-30498;57971;9047.0
STARLINK-30505;57972;9047.0
STARLINK-30502;57973;9047.0
STARLINK-30489;57974;9046.0
STARLINK-30503;57975;9051.0
STARLINK-30512;57976;9041.0
STARLINK-30509;57977;9032.0
STARLINK-30511;57978;9024.0
STARLINK-30508;57979;9031.0
STARLINK-30504;57980;9103.0
STARLINK-30510;57981;9026.0
STARLINK-30507;57982;9035.0
STARLINK-30515;57983;9032.0
STARLINK-30516;57984;9032.0
STARLINK-30519;57985;9032.0
YAOGAN-39 03A;57986;8940.0
YAOGAN-39 03B;57988;8914.0
YAOGAN-39 03C;57990;8935.0
STARLINK-30537;57991;8934.0
STARLINK-30534;57992;8951.0
STARLINK-30536;57993;8959.0
STARLINK-30538;57994;8955.0
STARLINK-30517;57995;8961.0
STARLINK-30523;57997;8955.0
STARLINK-30531;57998;8960.0
STARLINK-30552;57999;8963.0
STARLINK-30545;58000;8962.0
STARLINK-30535;58001;8963.0
STARLINK-30540;58002;8951.0
STARLINK-30546;58003;8959.0
STARLINK-30539;58004;8960.0
STARLINK-30530;58005;8960.0
STARLINK-30526;58006;8987.0
STARLINK-30527;58007;9156.0
STARLINK-30522;58008;8959.0
STARLINK-30486;58009;8949.0
STARLINK-30520;58010;8950.0
STARLINK-30497;58011;8961.0
STARLINK-30525;58012;8954.0
THEOS-2 (T2V);58016;8619.0
FORMOSAT-7R (TRITON);58017;8660.0
ANSER-FLW2;58018;8769.0
ANSER-FLW1;58019;8769.0
NESS;58020;8754.0
CSC-2;58021;8749.0
CSC-1;58022;8737.0
PRETTY;58023;8762.0
MACSAT (FINCH 1);58024;8763.0
PVCC;58025;8750.0
STARLINK-30514;58028;9030.0
STARLINK-30518;58029;9028.0
STARLINK-30549;58030;8995.0
STARLINK-30556;58031;9014.0
STARLINK-30561;58032;9027.0
STARLINK-30562;58033;8905.0
STARLINK-30565;58034;9027.0
STARLINK-30438;58035;8994.0
STARLINK-30437;58036;9016.0
STARLINK-30533;58037;8918.0
STARLINK-30560;58038;9004.0
STARLINK-30559;58039;8918.0
STARLINK-30555;58040;8914.0
STARLINK-30542;58041;9026.0
STARLINK-30563;58042;9031.0
STARLINK-30564;58043;9029.0
STARLINK-30547;58044;8910.0
STARLINK-30550;58045;9132.0
STARLINK-30548;58046;8912.0
STARLINK-30529;58047;8892.0
STARLINK-30554;58048;8907.0
STARLINK-30568;58051;8806.0
STARLINK-30575;58052;8833.0
STARLINK-30577;58053;8832.0
STARLINK-30566;58054;8829.0
STARLINK-30544;58055;8826.0
STARLINK-30553;58056;8828.0
STARLINK-30541;58057;8825.0
STARLINK-30573;58058;8833.0
STARLINK-30582;58059;8833.0
STARLINK-30558;58060;8825.0
STARLINK-30579;58061;8857.0
STARLINK-30588;58062;8828.0
STARLINK-30585;58063;8829.0
STARLINK-30587;58064;8822.0
STARLINK-30576;58065;8825.0
STARLINK-30571;58066;8824.0
STARLINK-30567;58067;8822.0
STARLINK-30569;58068;8829.0
STARLINK-30480;58069;8925.0
STARLINK-30532;58070;8829.0
STARLINK-30513;58071;9079.0
STARLINK-30506;58072;8826.0
YUNHAI-1 04;58073;8252.0
STARLINK-30604;58075;8766.0
STARLINK-30500;58076;8766.0
STARLINK-30613;58077;8765.0
STARLINK-30597;58078;8765.0
STARLINK-30598;58079;8764.0
STARLINK-30603;58080;8766.0
STARLINK-30602;58081;8772.0
STARLINK-30610;58082;8765.0
STARLINK-30551;58083;8771.0
STARLINK-30586;58084;8772.0
STARLINK-30609;58085;8765.0
STARLINK-30583;58086;8772.0
STARLINK-30557;58087;8772.0
STARLINK-30591;58088;8772.0
STARLINK-30584;58089;8767.0
STARLINK-30590;58090;8772.0
STARLINK-30608;58091;8767.0
STARLINK-30615;58092;8766.0
STARLINK-30578;58093;8763.0
STARLINK-30574;58094;8772.0
STARLINK-30570;58095;8764.0
STARLINK-30581;58096;8766.0
STARLINK-30594;58097;8828.0
STARLINK-30614;58098;8828.0
STARLINK-30607;58099;8815.0
STARLINK-30600;58100;8833.0
STARLINK-30605;58101;8829.0
STARLINK-30592;58102;8829.0
STARLINK-30589;58103;8833.0
STARLINK-30617;58104;8828.0
STARLINK-30616;58105;8844.0
STARLINK-30612;58106;8829.0
STARLINK-30421;58107;8845.0
STARLINK-30611;58108;8844.0
STARLINK-30606;58109;8828.0
STARLINK-30596;58110;8829.0
STARLINK-30595;58111;8833.0
